,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
Frith Pond Dam,NC03516,1/12/12,Private,Mclendon Creek,Robbins,Moore,-79.57,35.314,5,not available,not available
Mabe Dam,NC04194,1/8/15,Private,Little Creek-Tr,Pine Hall,Stokes,-80.2397,36.4969,5,not available,not available
Lindsey Dam,NC04034,11/15/12,Private,Troublesome Creek-Tr,not available,Rockingham,-79.626,36.296,5,not available,not available
Lake Kristi Dam,NC03695,2/21/08,Private,Juniper Branch-Tr,Washington,Pitt,-77.158,35.5644,5,1982,2003
Underwood Dam,NC04547,4/1/13,Private,Walnut Creek-Tr,not available,Wake,-78.6208,35.7388,2,not available,not available
Cozart Pond Dam,NC05065,3/20/14,Private,not available,not available,Wake,-78.845,35.5694,2,not available,not available
Silver Lake Dam,NC04508,4/28/09,Private,Swift Creek-Tr,not available,Wake,-78.726,35.747,5,not available,not available
Providence Glen Dam,NC04380,1/14/15,Not Listed,West Fork Creek-Tr,not available,Union,-80.7669,34.9804,2,not available,2003
Lobinger Dam,NC04567,3/20/02,Private,Barton Creek-Tr,not available,Wake,-78.6611,35.9575,5,not available,not available
Little Yadkin W/S Dam # 31,NC05403,1/25/12,Local Government,E Prong Little Yadkin River-Tr,not available,Stokes,-80.3683,36.3283,5,1990,not available
Laurel Lake,NC04650,10/28/14,Private,North Fork Laurel Creek,Darby,Watauga,-81.5283,36.1702,5,1978,not available
Anderson Dam,NC05383,11/14/12,Private,Buffalo Creek-Tr,Eden,Rockingham,-79.8158,36.4816,5,1996,not available
Malvin Harrington Pond Dam,NC04875,5/2/13,Private,Jacks Creek-Tr,Ansonville,Anson,-80.1619,35.078,5,1991,not available
Cowens Ford Dam,NC05064,not available,Public Utility,Catawba River,not available,Lincoln,-80.9591,35.4349,2,not available,not available
Harris Lake Dam #2,NC05105,6/6/14,Private,Tr- Rocky River,Concord,Cabarrus,-80.721,35.409,5,not available,not available
Lake Townsend Wtp Dike No.1,NC05134,1/3/13,Local Government,Trib. Reedy Fork Creed,not available,Guilford,-79.7294,36.1905,5,1995,not available
Ellis Crossroads Raw Water Reservoir Dam #2,NC05082,2/6/15,Local Government,Deals Creek-Os,not available,Rowan,-80.468,35.7263,2,not available,1997
Perimeter Park West Dam,NC05180,3/31/11,Private,not available,not available,Wake,-78.8272,35.8541,2,not available,not available
Hoot-N-Hollar Dam,NC04935,10/20/15,Private,Hunting Creek-Tr,None,Iredell,-80.7311,36.0144,5,1991,not available
Town Fork Creek W/S Dam #7,NC05441,1/13/15,Local Government,Red Bank Creek,Walnut Cove,Stokes,-80.2125,36.2616,2,1981,not available
Moore'S Lagoon,NC05360,3/31/04,Private,Swift Cr. Trib,not available,Nash,-77.945,36.0938,5,not available,not available
Canterbury Dam,NC04448,2/2/00,Private,Crabtre Creek-Tr,Cary,Wake,-78.7763,35.8105,5,not available,not available
Weavexx Inc. Dam,NC04573,4/2/14,Private,Richland Creek-Tr,not available,Wake,-78.536,35.954,5,not available,not available
Waller Dam,NC05231,2/6/15,Private,Second Creek-Tr,not available,Rowan,-80.6111,35.7313,2,not available,not available
Lunker Lake,NC04667,2/5/08,Private,Bear Creek-Tr,Lagrange,Wayne,-77.8539,35.3661,5,not available,1999
Berry Dam(Never Built),NC05035,1/3/13,Private,Country Line Creek-Tr,not available,Caswell,-79.2141,36.5038,5,not available,not available
Hedingham #2,NC04927,12/31/12,Private,Neuse River-Tr,not available,Wake,-78.5533,35.8069,5,1990,not available
White Oak Mtn. Dam #1,NC05371,3/2/15,Private,Horse Creek,Columbus,Polk,-82.2159,35.2735,2,not available,not available
Hart-George Pond,NC04535,12/31/12,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.65,35.835,2,not available,not available
Crooked Creek,NC04446,1/6/15,Private,Terrible Creek-Tr,not available,Wake,-78.7416,35.6291,2,not available,not available
Strickland Bridge Dam,NC05990,1/14/15,Private,Rockfish Creek,Hope Mills,Cumberland,-79.0214,35.0087,2,not available,not available
Breckenridge Recreation Center Dam,NC05622,3/16/10,Private,Kitt Creek Tr,Cary,Wake,-78.8627,35.8398,2,2001,not available
Statesville Raw Water Reservoir Dam,NC05562,2/23/15,Local Government,Fourth Creek - Tributary,Statesville,Iredell,-80.8842,35.841,2,1973,not available
Coleridge,NC83016,5/8/14,Private,Deep,Coleridge,Randolph,-79.6173,35.639,3,1913,not available
Fishers Lake Dam,NC06123,2/4/15,Private,Unnamed Tributary To Garden Cr,Canton,Haywood,-82.8167,35.5106,2,1920,not available
Day Tract Dam,NC05620,not available,Private,Crabtree Creek Tr,Raleigh,Wake,-78.683,35.839,5,2001,not available
Jacksonville Lts-South Storage Lagoon,NC06070,10/7/15,Not Listed,not available,not available,Onslow,-77.5417,34.7625,2,2009,not available
Marshall,NC05539,4/29/14,Public Utility,French Broad River,None,Madison,-82.7106,35.7931,3,1911,not available
Porter Dam,NC05798,7/22/15,Private,White Branch,not available,Buncombe,-82.6287,35.7466,2,2007,not available
Legacy Pond #2,NC05829,1/18/12,Not Listed,Ut To Parker'S Creek,not available,Chatham,-79.0579,35.7607,2,2008,not available
Carolina Commons Dam,NC05962,5/12/10,Not Listed,Brice Creek,James City,Craven,-77.0141,35.022,2,2009,not available
Fresh Water Lake,NC83465,not available,Private,not available,Jamestown,Guilford,-79.9216,36.055,0,not available,not available
Berewick Farm Pond Dam #2,NC05678,11/20/14,Private,Beaverdam Creek - Trib.,not available,Mecklenburg,-80.9868,35.1639,2,2006,not available
Anson County Wwtp Lower Dam (Sludge Lagoon),NC06055,3/28/14,Local Government,Mccoy Creek,Blewitt Falls Dam,Anson,-79.93,34.9729,2,1970,not available
Mt. Olive Waste Water Treatment Plant #1,NC05833,1/17/12,Local Government,Offstream,not available,Wayne,-78.042,35.1954,5,2008,2010
Thornton Creek Dam,NC06057,not available,Not Listed,Ut To Thornton'S Creek,not available,Harnett,-78.6909,35.424,5,2006,not available
Fh Shackelford Dam,NC05633,5/23/06,Not Listed,Ut To Rainbow Branch,Hookerton,Greene,-77.6208,35.3833,5,2008,not available
Robin Smith Dam,NC05652,3/2/15,Private,Ut To Little Fall Creek (Tr),not available,Polk,-82.2808,35.2119,2,2002,not available
Hillcrest Towne Center Pond B Dam,NC05854,10/15/15,Private,Unnamed Trib. To Little Creek,Winston-Salem,Forsyth,-80.324,36.0553,2,2008,not available
Bernard Dam,NC05034,12/1/10,Private,Dan River-Tr,not available,Caswell,-79.3216,36.5302,5,not available,not available
North Blvd Comm Center Dam,NC04533,6/28/12,Private,Marsh Creek-Tr,not available,Wake,-78.585,35.844,2,not available,not available
Lake Heron Dam,NC04953,9/11/08,Private,Little Creek,Spring Lake,Moore,-79.1591,35.225,5,1990,not available
Pearce Pond Dam,NC04597,4/7/04,Private,Austin Creek,not available,Wake,-78.4597,35.9552,5,not available,not available
Town And Country Lake Dam,NC04803,10/6/15,Private,Mill Creek-Tr,not available,Forsyth,-80.3091,36.143,2,not available,not available
Phoenix Pond Dam,NC04756,3/4/14,Private,Jacks Creek,Day Brook,Yancey,-82.2933,35.9792,2,not available,not available
Roberts Dam,NC05192,4/28/14,Private,Lynch Creek,not available,Caswell,-79.2344,36.2566,5,not available,not available
Em Johnson Alum Sludge Lagoon Dam,NC04460,10/1/15,Private,Honeycutt Creek-Os,not available,Wake,-78.597,35.912,2,1994,not available
Townes Dam,NC04693,not available,Private,Tr- Little Warrior Creek,Wilkesboro,Wilkes,-81.3221,36.0388,3,1986,not available
Gallop Dam,NC04619,3/14/02,Private,Crabtree Creek-Tr,not available,Wake,-78.799,35.804,5,not available,not available
Anne Lake Dam,NC04467,10/30/07,Private,Perry Creek-Tr,Raleigh,Wake,-78.5605,35.8594,5,not available,not available
Cobblestone Dam,NC04821,10/14/14,Private,Mcalpine-Os,Charlotte,Mecklenburg,-80.8325,35.0412,2,not available,not available
Forest Home Estate Dam,NC04778,1/3/13,Private,South Fork Rattlesnake Creek,not available,Caswell,-79.3055,36.425,5,not available,not available
Kyle Boone Dam,NC04767,3/31/15,Private,Ox Creek-Os,Beech,Buncombe,-82.4813,35.6805,2,not available,not available
Knightdale Estates Dam,NC04607,2/26/03,Private,Neuse River-Tr,not available,Wake,-78.51,35.758,5,not available,not available
Cliffs Of Neuse State Park,NC04669,5/6/08,State,Mill Creek,Seven Springs,Wayne,-77.885,35.236,5,1951,not available
Armstrong Lagoon,NC05359,3/31/04,Private,Swift Cr Trib,not available,Nash,-77.9041,36.1155,5,not available,not available
Northpark Pond Dam,NC05334,1/7/14,Private,Mc Intyre Creek,not available,Mecklenburg,-80.8553,35.3141,5,not available,not available
Shirley Farm Hog Lagoon,NC05286,12/11/08,Private,Howell Swamp,not available,Greene,-77.7095,35.5651,5,1979,not available
Underwood Pond Dam,NC05218,3/20/14,Private,not available,not available,Wake,-78.8402,35.578,2,not available,not available
Scull Lake Dam,NC05199,10/21/15,Private,Puppy Creek-Os,Hope Mills,Hoke,-79.1436,35.0366,2,not available,not available
Little Yadkin River W/S Dam #20,NC05401,1/15/15,Local Government,E Prong Little Yadkin River-Tr,not available,Stokes,-80.3275,36.3727,2,1990,not available
Joe Bales Dam,NC04801,1/10/12,Private,Huntts Fork-Tr,not available,Davidson,-80.0583,35.9011,2,not available,not available
Toby Campbell Dam,NC05214,10/9/14,Private,Hunting Creek-Os,Houstonville,Iredell,-80.8463,36.0405,5,1994,not available
Darden Dam,NC04554,2/1/01,Private,Upper Barton Creek-Tr,not available,Wake,-78.7127,35.9244,5,not available,not available
Crossgate Dam #3,NC05068,10/19/15,Private,Honeycutt Creek-Tr,not available,Wake,-78.6375,35.9138,2,not available,not available
Sutton Dam,NC05210,3/24/11,Not Listed,Mahles Creek-Tr,not available,Wake,-78.598,35.6619,5,not available,not available
Arnold Palmer Dam,NC04881,12/4/14,Private,Briar Creek-Tr,Charlotte,Mecklenburg,-80.8041,35.1972,2,1987,1995
Fernhill Pond Dam,NC04818,11/20/14,Private,Kings Branch-Tr,Charlotte,Mecklenburg,-80.888,35.1498,2,not available,2009
Beech Mountain Water Supply Dam,NC04661,10/21/14,Local Government,Buckeye Creek,Kellersville,Watauga,-81.9074,36.2194,2,1987,not available
Herndon Pond Dam,NC05108,2/18/14,Private,White Oak Creek,not available,Wake,-78.874,35.776,2,not available,not available
Massengill Dam,NC04626,3/4/10,Private,Swift Creek-Tr,not available,Wake,-78.666,35.669,2,not available,2003
American Legion Post Dam,NC04586,4/19/11,Private,Marsh Creek-Tr,not available,Wake,-78.578,35.836,5,not available,not available
Pavillon Dam,NC05370,3/10/14,Private,Britten Creek,Mill Spring,Polk,-82.2129,35.3672,5,1998,not available
Pamlico Regional Wastewater Dike,NC05367,5/20/14,Local Government,Bay River,Bayboro,Pamlico,-76.7461,35.1458,2,1998,not available
Lawrence Lyerly Dam,NC04957,1/21/11,Private,Dunham'S Creek-Tr,Fayetteville,Moore,-79.3505,35.3077,5,1995,not available
Ellis Crossroads Raw Water Reservoir Dam #1,NC05081,2/6/15,Not Listed,Grants Creek-Os,Salisbury,Rowan,-80.4688,35.7252,2,not available,2009
Century Park Lake Dam,NC04808,10/13/15,Local Government,Smith Creek,not available,Forsyth,-80.091,36.106,2,not available,not available
Hillcrest Lake Dam,NC05313,3/7/13,Private,not available,not available,Lenoir,-77.6345,35.2765,2,not available,not available
Jones Pond Dam,NC04946,3/19/13,Private,Kenneth Branch-Tr,not available,Wake,-78.7966,35.5711,2,not available,not available
Bullard And Patterson Dam,NC04504,6/22/08,Private,Walnut Creek-Tr,not available,Wake,-78.5491,35.7555,2,not available,not available
Ward Transformer Dike,NC04548,12/9/09,Private,Little Brier Creek-Tr,not available,Wake,-78.75,35.8966,2,not available,not available
Hawkins Dam,NC05106,4/28/14,Private,Lynch Creek,not available,Caswell,-79.2322,36.2544,5,not available,not available
Peter'S Lake Dam At The Villas,NC05329,10/14/14,Private,Sixmile Creek-Tr,Charlotte,Mecklenburg,-80.7813,35.0355,2,not available,not available
Ragland Dam,NC04544,4/14/15,Private,Barton Creek-Tr,not available,Wake,-78.6727,35.9083,5,not available,not available
E & D Sheppard Dam,NC05076,3/11/13,Private,Pee Dee River - Tr,Lilesville,Anson,-79.8801,34.9467,2,not available,not available
Hock Dam,NC05112,5/27/09,Not Listed,Eno River-Tr,not available,Durham,-78.8962,36.0449,2,not available,not available
Teledyne Allvac Dam #1,NC04396,11/6/13,Private,Richardson Crk-Os,not available,Union,-80.5116,34.9844,5,not available,not available
Butler Pond Dam,NC04750,2/25/05,Private,Mcintosh Branch,Burnsville,Yancey,-82.3116,35.9238,5,not available,not available
Francis Beatty Park Dam,NC04819,1/6/15,Local Government,Six Mile Creek,Charlotte,Mecklenburg,-80.7444,35.0636,2,not available,not available
Olde Raleigh Dam #3,NC05176,5/10/11,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.7097,35.8327,2,not available,not available
Crossgate Dam #2,NC04437,10/19/15,Private,Honeycutt Creek,Raleigh,Wake,-78.636,35.913,2,not available,not available
Riverbend Ash Basin Dam 2 (Secondary),NC05903,10/22/15,Not Listed,O/S -- Catawba River,not available,Gaston,-80.9606,35.3688,2,1958,not available
Greenbriar Development Llc Dam,NC05796,1/31/14,Not Listed,Lamb Branch,not available,Cherokee,-83.9264,35.104,2,2007,not available
Randy Fox Dam,NC05715,7/16/07,Not Listed,Little Creek-Tr,Hillsborough,Orange,-79.0573,36.1142,2,2006,not available
Morrison Plantation Dam #2,NC05601,2/3/15,Private,Mccrary Creek - Trib.,not available,Iredell,-80.8891,35.5902,2,not available,not available
Wyatt Lake,NC82302,10/14/15,Federal,Tr-Little River,Pope Afb Nc,Cumberland,-79.0914,35.1652,0,1969,not available
Richey Lake,NC05506,1/6/15,Private,Yadkin River-Tr,Tyro,Davidson,-80.4616,35.8118,5,not available,not available
High Meadow Dam - Upper,NC05994,10/18/11,Private,Tributary To Rocky River,Concord,Cabarrus,-80.5846,35.3288,5,not available,not available
Asheville 1982 Ash Pond Dam,NC05713,9/16/15,Public Utility,Trib To French Broad River,Asheville,Buncombe,-82.5442,35.4646,2,1982,not available
Oak Hollow No. 2 Dam,NC05742,10/16/12,Not Listed,Reedy Creek - Trib.,not available,Cabarrus,-80.641,35.2766,5,not available,not available
Yachtmans Point Dam,NC05887,10/8/15,Private,Trib To High Rock Lake,not available,Davidson,-80.275,35.6389,2,2004,not available
#3 Slurry Pond,NC83453,not available,Private,not available,Lileville,Anson,-79.9233,34.9444,0,not available,not available
Bedford At Falls River Dam #2,NC05648,not available,Private,Unnamed Tributary To Neuse Riv,not available,Wake,-78.5605,35.9292,5,2004,not available
River Road Dam,NC06129,not available,Not Listed,Big Island Creek,Troy,Montgomery,-80.0404,35.3607,2,not available,not available
Lake Meredith Dam,NC05963,4/12/11,Not Listed,Wads Creek,not available,Moore,-79.4622,35.3013,5,not available,not available
Hidden Creek Dam North,NC05947,10/11/12,Private,Ut To Left Prong Stoney Fork C,Elk,Wilkes,-81.4783,36.1663,5,2009,not available
Colee Naylor Pond Dam,NC05467,3/12/15,Private,Little Coharie Creek-Tr,not available,Sampson,-78.4654,35.144,2,not available,not available
Lowe'S Csc Dam,NC05591,2/23/15,Private,Catawba River - Tr,not available,Iredell,-80.855,35.5392,2,2003,not available
Hedrick Talings Dike #1,NC06088,not available,Not Listed,Island Creek - Os,Lilesville,Anson,-79.9253,34.9437,5,not available,not available
Kuniholm Dam,NC05480,12/13/12,Private,Hogan'S Creek,"Danville, Va",Caswell,-79.4054,36.4962,5,2001,not available
Symphony Park Dam,NC05566,1/6/15,Private,Brier Creek-Tr,Charlotte,Mecklenburg,-80.8353,35.156,2,2002,not available
Huggins Glen Dam,NC05658,3/30/11,Not Listed,Unnamed Trib. To Crabtree Cree,not available,Wake,-78.8155,35.7809,2,not available,not available
Pond Site Zero Dam,NC05932,not available,Not Listed,not available,not available,Cumberland,-79.0433,35.0742,5,not available,not available
Adams Pond,NC04599,2/4/99,Private,Black Creek-Tr,not available,Wake,-78.6866,35.5719,5,not available,not available
Naylor Dam,NC04972,5/15/13,Private,Landrum Creek,not available,Chatham,-79.3355,35.7175,5,1991,not available
Cottonwood Dam,NC04825,12/16/14,Private,Mcalpine Creek-Tr,Charlotte,Mecklenburg,-80.807,35.098,2,not available,not available
2Nd Broad River W.S. Structure #11-16(Brevard),NC04877,2/3/15,Local Government,Scrub Grass Branch (Nw Fk),Union Mills,Mcdowell,-81.9808,35.5588,2,1994,not available
Austin Dam,NC04657,1/10/08,Private,Trivette Branch,not available,Watauga,-81.7,36.257,5,not available,not available
Pendleton Lake,NC04450,10/1/15,Private,Upper Barton Creek-Tr,not available,Wake,-78.6282,35.9477,2,not available,not available
Boles Lake Dam,NC05046,3/15/12,Private,Eno River-Tr,Durham,Durham,-78.937,36.0435,2,1995,not available
Ellis Farm Pond Dam #1,NC05083,7/30/13,Private,Drowning Creek-Trib,Jackson Springs,Moore,-79.6894,35.2819,5,not available,not available
W. H. Parker Dam,NC04580,3/22/04,Private,Harris Creek,not available,Wake,-78.46,35.914,5,not available,not available
Cotton Dam,NC04830,7/30/12,Private,Left Fork Bean'S Creek,Bean'S Creek,Mitchell,-82.2359,36.0949,5,not available,not available
Pringle Dam,NC04757,12/9/14,Private,South Buffalo Creek-Tr,Greensboro,Guilford,-79.768,36.036,2,not available,not available
Cloer Dam,NC04405,9/22/15,Private,W.Fk.Twelve Mile Ck.-Tr,Weddington,Union,-80.7036,35.0214,5,not available,not available
Rose'S Warehouse Dam,NC04430,1/19/06,Private,Martin Creek-Os,not available,Vance,-78.4022,36.2841,2,not available,not available
Lovell Dam,NC04395,9/22/15,Private,West Fork Twelvemile Creek-Tr,not available,Union,-80.7494,34.9813,5,1982,not available
Creekside Farms Ii,NC05279,2/12/03,Private,Fountain Fork Trib,not available,Edgecombe,-77.383,35.8861,5,not available,not available
Little Yadkin River W/S Dam # 29,NC05402,1/15/15,Local Government,E Prong Little Yadkin River-Tr,not available,Stokes,-80.3525,36.33,2,not available,not available
Johnson Pond Dam,NC05127,3/27/14,Private,Little River-Trib,Spring Lake,Moore,-79.2877,35.2305,2,not available,not available
Davis Lake Dam,NC05073,2/18/14,Local Government,Trib. East Fork Deep River,Jamestown,Guilford,-79.9542,36.0456,2,1993,not available
Ammons Lake Dam Upper,NC04527,1/7/15,Private,Mine Creek-Tr,Raleigh,Wake,-78.6701,35.8817,2,not available,not available
Rdu Wastewater Dam,NC04443,3/15/84,Private,Brier Creek-Os,not available,Wake,-78.798,35.871,2,1984,not available
Smithfield Packing Anaerobic Basin Dam,NC04898,7/11/12,Private,Goodman Swamp-Os,not available,Bladen,-78.8111,34.7447,5,1992,not available
Lake Plaza Dam,NC05133,12/31/12,Private,Big Branch-Tr,Raleigh,Wake,-78.6233,35.8635,2,not available,not available
Brooks Landing Dam,NC05291,2/14/12,Private,Benaja Creek-Tr,Browns Summit,Guilford,-79.7272,36.233,5,1997,not available
David Hyatt Nursery Dam #1,NC05408,2/15/12,Private,None,not available,Union,-80.4,35.0733,5,not available,not available
E.M. Johnson Water Plant B,NC05078,10/1/15,Local Government,not available,not available,Wake,-78.5963,35.9111,2,not available,not available
Lillian Cameron Pond,NC04627,3/31/04,Private,Panther Creek,not available,Wake,-78.889,35.821,5,not available,not available
Bruhn Dam,NC05048,1/14/11,Private,Climax Creek-Tr,not available,Guilford,-79.6594,35.935,5,1971,not available
Mclendon Creek Dam,NC05355,1/28/15,Private,Mclendon Creek,West End,Moore,-79.5927,35.2831,2,2000,not available
Bill Ellis Lagoon,NC04708,4/7/10,Private,Marsh Swamp-Os,Wilson,Wilson,-78.0754,35.7257,5,1988,not available
Weston #2,NC05236,8/22/08,Not Listed,Swift Creek-Tr,not available,Wake,-78.6166,35.6977,2,not available,not available
Wortham Pond Dam,NC05021,2/13/03,Private,Tabb'S Creek-Tr,Oxford,Granville,-78.5308,36.308,5,not available,not available
Sir John'S Hill Dam,NC05341,12/4/14,Private,Mcmullen Creek-Tr,Charlotte,Mecklenburg,-80.8182,35.1409,2,not available,not available
Manchester Dam,NC04964,2/4/14,Private,Honeycutt Creek-Tr,not available,Wake,-78.624,35.923,2,not available,not available
Morton Dam,NC04595,2/2/99,Private,Terrible Creek-Tr,not available,Wake,-78.739,35.611,5,not available,not available
Adams Dam,NC04550,7/29/82,Private,Crabtree Creek-Tr,not available,Wake,-78.776,35.793,2,not available,not available
Little Yadkin W/S Dam # 28,NC04858,2/7/13,Local Government,E Prong Little Yadkin River-Tr,None,Stokes,-80.3505,36.3363,5,1988,not available
Barbour Pond,NC04886,5/25/04,Private,Steep Hill Branch-Tr,Smithfield,Johnston,-78.4694,35.5388,5,1982,not available
Ashmore Lake Dam,NC05027,3/12/14,Not Listed,not available,not available,Lee,-79.2236,35.493,2,not available,not available
Bells Lake Dam,NC04507,2/15/99,Private,Middle Creek-Tr,Macks Village,Wake,-78.747,35.677,5,not available,not available
Faggart Dam,NC05089,11/20/14,Private,Cold Water Creek-Tr,Locust,Cabarrus,-80.5302,35.3477,2,not available,not available
Malone Dam,NC04963,1/31/12,Private,Hughs Mill Creek-Tr,not available,Caswell,-79.3447,36.2466,5,1954,not available
Crabtree Creek Dam 5-A,NC04536,4/29/11,Local Government,Stirup Iron Creek,Raleigh,Wake,-78.8247,35.8683,2,1981,not available
King Family Dam,NC04751,12/3/12,Private,Mine Fork Branch,Toledo,Yancey,-82.2691,35.945,5,1969,not available
Ncsu Unit No. 4 Dam,NC04615,3/17/04,Not Listed,Walnut Creek-Tr,not available,Wake,-78.7004,35.7908,5,not available,not available
Strayhorn Dam #2,NC04999,9/18/97,Private,Stony Creek-Tr,not available,Orange,-79.058,36.04,5,not available,not available
Bird Lake Dam,NC04874,3/26/14,Private,Tuckaseigee River-Tr,Whittier,Jackson,-83.3463,35.4247,5,not available,not available
Twin Lake Dam #1,NC05215,3/3/03,Local Government,Little Lick Creek-Tr,not available,Durham,-78.8383,35.9961,5,1963,not available
Laurel Hill Park Dam,NC05417,1/24/13,Not Listed,not available,not available,Wake,-78.6966,35.8294,5,not available,not available
Gainey Mill Pond,NC04916,2/25/14,Private,South River-Os,not available,Cumberland,-78.676,35.086,2,1940,not available
Byrd Dam,NC04532,6/4/08,Private,Lake Wheeler-Os,not available,Wake,-78.713,35.7105,2,1981,not available
Leadmine Lake Dam,NC05142,12/31/12,Private,Lead Mine Creek,Raleigh,Wake,-78.6752,35.868,2,not available,2005
Martin Marietta Dam,NC04612,11/25/13,Private,Big Branch-Tr,not available,Wake,-78.5752,35.7066,5,not available,not available
Governors Club Dam #7,NC05263,3/21/13,Private,Cub Creek-Tr,not available,Chatham,-79.0619,35.8411,2,1996,not available
Wilderness Creek Falls Dam Upper,NC05762,12/13/12,Private,Trib To Wolf Creek,not available,Cherokee,-84.3114,35.0222,5,2004,not available
Max S. Crowe Dam,NC05608,4/24/13,Private,Wheat Creek,not available,Polk,-82.1069,35.3198,5,2004,not available
Dusty Level Dam,NC06027,9/8/10,Private,Watery Branch To Uwharrie Rive,not available,Montgomery,-79.9836,35.374,5,2010,not available
General Electric Lighting Systems Dam,NC05628,5/27/15,Private,Off Stream Of Bat Fork Creek,Hendersonville,Henderson,-82.4096,35.2719,2,not available,not available
Lake Lindsay,NC82307,10/14/15,Federal,Tr-Little River,Pope Afb Nc,Harnett,-79.0953,35.1968,0,1935,not available
Howard Pond Dam,NC05564,10/30/14,Private,Forney Creek-Tr,Denver,Lincoln,-81.0203,35.5238,5,not available,not available
Laurel Lake Dam,NC05574,2/27/15,Private,Bills Creek-Tr,Lake Lure,Rutherford,-82.1463,35.4558,2,2002,not available
Cliffside Inactive Ash Basin 1-4 Main Dam,NC05714,8/19/15,Not Listed,Broad River - Os,not available,Cleveland,-81.7561,35.2186,2,1940,not available
Girl Scouts Dam At Oak Springs,NC06115,10/20/15,Private,Tributary To Yadkin River,not available,Iredell,-80.8364,35.8887,5,2013,not available
Highland Lake Swdp Dam,NC05720,1/7/15,Private,Trib To King'S Creek,Flat Rock,Henderson,-82.4307,35.2839,2,2006,not available
Miry Branch Dam,NC05958,4/26/11,Not Listed,not available,not available,Johnston,-78.5823,35.5944,2,not available,not available
Searstone,NC05695,3/30/11,Private,Turkey Creek Trib,Cary,Wake,-78.8419,35.7891,2,not available,not available
Galliher Farm Waste Storage Dam,NC05867,10/31/13,Private,N/A,not available,Iredell,-80.7167,36.0289,5,2009,not available
Laney Pond Dam,NC05668,9/22/15,Not Listed,not available,not available,Union,-80.6946,35.0052,5,not available,not available
Little Lake Dam,NC05558,5/26/15,Private,Camp Creek-Tr,not available,Henderson,-82.3564,35.2498,2,2002,not available
Owls Roost Dam,NC05556,11/14/12,Private,Trib. Reedy Fork Creek,Greensboro,Guilford,-79.8653,36.1669,5,not available,not available
Harbor Watch S/D Lower Dam,NC05475,10/21/15,Private,Catawba River-Tr,Troutman,Iredell,-80.9783,35.6869,5,2000,not available
John S. Allen Dam,NC05729,1/30/13,Not Listed,Trib To Yadkin River,East Bend,Forsyth,-80.4372,36.2386,5,2006,not available
Meadow Wood Farm Dam,NC05610,9/23/14,Private,Cane Creek - Trib.,not available,Union,-80.7066,34.8234,5,2004,not available
Rtp South Dam,NC04444,3/31/11,Private,Kitt Creek,Apex,Wake,-78.8734,35.8521,2,1993,not available
Landmark Apts. Dam,NC04632,7/3/12,Private,House Creek-Tr,Raleigh,Wake,-78.698,35.819,2,not available,not available
Twin Lake Dam #2,NC05216,3/3/03,Local Government,Little Lick Creek-Tr,not available,Durham,-78.8375,35.9952,5,not available,not available
Welborn Lake Dam,NC04736,11/2/11,Private,North Deep Creek-Tr,Yadkinville,Yadkin,-80.6619,36.2058,5,1981,not available
Robinette Hog Lagoon,NC04982,3/14/13,Private,Chock Ck-Tr,Marston,Richmond,-79.6297,34.9694,5,1994,not available
Johnson Pond Dam,NC04503,6/23/08,Private,Terrible Creek,not available,Wake,-78.7563,35.6127,5,not available,not available
Wiley White Pond,NC04807,1/15/08,Private,Bashavia Creek-Tr,None,Forsyth,-80.3647,36.1716,5,1991,not available
Clarks Creek Subdivision Dam,NC05059,12/2/14,Private,North Prong Clarks Creek,Huntersville,Mecklenburg,-80.8177,35.4302,2,1996,not available
Carolina Foods Lagoon Dam,NC04897,7/11/12,Private,Goodman Swamp-Os,not available,Bladen,-78.8105,34.7416,5,1992,not available
Blowing Rock Cntry Club Dam,NC04655,10/22/14,Private,Middle Fork Creek,Blowing Rock,Watauga,-81.6666,36.1261,2,1990,not available
Vaughn Dam,NC04585,2/2/99,Private,Buckhorn Creek-Tr,not available,Wake,-78.8541,35.5972,5,not available,not available
Sidden Lower Dam,NC04670,1/11/12,Private,Double Creek-Tr,Traphill,Wilkes,-81.0933,36.3746,5,not available,1999
Martin Marietta #1 Dam,NC04549,5/13/04,Private,Sycamore Creek-Tr,Raleigh,Wake,-78.7511,35.8973,2,not available,not available
Carolina Country Club Dam,NC05053,12/31/12,Not Listed,not available,not available,Wake,-78.6536,35.8225,2,not available,not available
Meadow Brook C.C. Dam,NC04604,3/28/12,Private,Swift Creek-Tr,not available,Wake,-78.568,35.664,5,not available,not available
Cheek Lake Dam,NC05407,10/27/11,Private,Stewart Branch,Lancaster Sc,Union,-80.632,34.822,5,1966,not available
Koonce Pond Dam,NC04623,3/8/04,Private,Neuse River-Tr,not available,Wake,-78.528,35.705,5,not available,not available
James Wright Pond Dam,NC04986,9/7/96,Not Listed,Middle Creek-Tr,not available,Johnston,-78.5666,35.5427,5,not available,not available
Kildaire Farms Dam,NC04949,8/28/08,Private,Swift Creek-Tr,Cary,Wake,-78.7981,35.7597,2,1985,not available
Sweetgrass Dam,NC04658,10/22/14,Private,Boone Fork,Schull'S Mill,Watauga,-81.7404,36.1277,2,2008,2008
