,,,,,,,,,,,
dam_name,nidid,inspection_date,owner_typ,river,city,county,longitude,latitude,inspection_frequency,year_completed,year_modified
H.F. Lee Active Ash Pond,NC04668,2/25/14,Public Utility,Neuse,Goldsboro,Wayne,-78.0698,35.3791,2,1982,not available
Bibey Pond Dam #1,NC05037,1/16/15,Private,Little River-Tr,Whispering Pines,Moore,-79.364,35.262,2,not available,not available
Governors Club Dam #5,NC05261,3/21/13,Private,Cub Creek-Tr,not available,Chatham,-79.0588,35.8458,2,1996,not available
New Johnson Pond Dam,NC05168,3/12/14,Not Listed,not available,not available,Lee,-79.2186,35.4919,2,1991,not available
Second Broad W.S. Structure 11-19,NC05459,3/13/13,Local Government,California Branch,Forest City,Rutherford,-81.9827,35.5291,5,1994,not available
Sherman Lakes Upper,NC05294,2/24/14,Private,Neal Creek Trib,not available,Harnett,-78.819,35.5472,2,not available,not available
Weston #1,NC05235,8/22/08,Not Listed,Swift Creek-Tr,not available,Wake,-78.6155,35.6988,2,not available,not available
Randall Monroe Dam,NC04831,10/29/13,Private,Wet Creek-Tr,Robbins,Moore,-79.6547,35.318,5,1991,not available
Womble Dam (Lower),NC05243,12/1/10,Private,Hogans Creek-Tr,not available,Caswell,-79.3663,36.5227,5,not available,not available
Upper Zoo Dam,NC05226,11/7/12,State,Panther Creek,not available,Randolph,-79.7644,35.6266,5,1992,not available
Meredith College Dam,NC04546,4/17/13,Private,S.W. Beaverdam Creek,not available,Wake,-78.685,35.797,2,not available,not available
Hanor Swine Topping Lagoon,NC05274,2/11/03,Private,White Oak Cr Trib,not available,Edgecombe,-77.6502,36.0633,5,not available,not available
Collins Lake,NC04719,3/1/12,Private,South Deep Creek-Tr,Longtown,Yadkin,-80.8086,36.1441,5,not available,not available
Piper Glen Dam,NC04813,11/6/13,Private,Four Mile Creek-Tr,Charlotte,Mecklenburg,-80.812,35.072,5,1988,not available
John Andrews Dam,NC04692,11/13/14,Private,Little Warrior Creek-Tr,Thankful,Wilkes,-81.313,36.0322,5,1984,not available
Kaco-English Dam,NC04812,8/27/09,Private,Gully Branch,Hope Mills,Hoke,-79.077,34.992,5,not available,not available
Millstone 4-H Camp Dam,NC05379,4/14/14,State,Millstone Lake,not available,Richmond,-79.6891,35.0552,2,not available,not available
Crater Lake,NC04722,3/1/12,Private,Long Branch-Tr,Eagle Mills,Yadkin,-80.865,36.1,5,not available,not available
Price Dam,NC04865,1/15/15,Private,Price Mill Creek-Tr,not available,Union,-80.676,35.008,2,not available,not available
E.O. Adams Dam,NC04600,3/14/99,Private,Little Creek-Tr,not available,Wake,-78.622,35.5886,5,not available,not available
Farrar Dam,NC05258,1/9/13,Private,Countryline Creek,Yanceyville,Caswell,-79.3188,36.4027,5,not available,not available
St. Andrews Plantation Dam,NC04579,9/25/09,Private,Smith Creek-Tr,not available,Wake,-78.5144,35.9138,2,not available,2005
Carson Pond Dam,NC05332,12/16/14,Private,Mcalpine Creek-Tr,Charlotte,Mecklenburg,-80.8083,35.0947,2,not available,not available
Wingate College Dam,NC04863,10/29/14,Private,Meadow Branch-Tr,Wingate,Union,-80.43,34.986,5,not available,not available
Laurel Hills Dam,NC04620,4/17/13,Private,Crabtree Creek-Tr,not available,Wake,-78.6845,35.8337,5,not available,1998
House Of Raeford/Nash Johnson Waste Lagoon,NC05269,2/21/15,Private,Maxwell Creek,Rose Hill,Duplin,-78.0833,34.8722,5,not available,not available
Devonwood Lower Dam,NC04797,3/11/14,Private,Persimmon Ck-Tr,Fayetteville,Cumberland,-78.995,35.075,2,not available,2002
Kyfields Condominiums Dam,NC05442,3/25/15,Private,Reems Creek-Tr,Weaverville,Buncombe,-82.5722,35.6928,2,not available,not available
Olde Sycamore Wwtp Lagoon Dam,NC05410,1/15/15,Private,Duck Creek-Tr,not available,Union,-80.6038,35.1595,2,1997,not available
Peacock Dam,NC04614,3/28/12,Private,Lake Benson-Os,not available,Wake,-78.609,35.697,5,not available,not available
Ammons Lake Dam Lower,NC04528,1/7/15,Private,Nw Trib Of Mine Creek,Raleigh,Wake,-78.6642,35.8783,2,1980,not available
Lakeview Dam At Faires Farm,NC05337,11/21/14,Private,Back Creek-Tr,Charlotte,Mecklenburg,-80.7213,35.2976,2,not available,not available
Fisher Pond Dam,NC05565,8/5/14,Private,Watkins Creek,Scaly Mountain,Macon,-83.3025,35.006,2,not available,not available
Buck Steam Station Basin 1 To Basin 2 Dam,NC05967,6/10/15,Public Utility,Yadkin River,High Rock,Rowan,-80.3672,35.7031,2,1982,not available
Bridford Apartments Dam,NC05694,11/4/14,Private,Trib To Bull Run,Greensboro,Guilford,-79.9046,36.0422,2,1997,not available
Ivy River,NC83017,6/6/13,Private,"Ivy River, French Broad River",Marshall,Madison,-82.619,35.7718,3,1918,not available
Claxton Pond,NC05708,1/27/14,Private,"Flat Creek, Trib.",Flat Creek,Buncombe,-82.5331,35.7441,5,not available,not available
Morganton Senior Sw Pond,NC05799,1/25/11,Not Listed,Hunting Creek,Morganton,Burke,-81.685,35.7396,2,2007,not available
Farrington Dam,NC05659,12/9/10,Not Listed,Hogan Creek Tr.,not available,Rockingham,-79.965,36.339,5,not available,not available
Mildred White Crystal Lake Dam,NC06087,12/4/13,Not Listed,not available,Fayetteville,Cumberland,-78.8885,35.1229,2,not available,not available
Riverbend Ash Basin Intermediate Dam,NC05953,5/14/15,Not Listed,O/S -- Catawba River,not available,Gaston,-80.9622,35.3668,2,1979,not available
Kera Gardens Dam,NC06135,not available,Not Listed,Unnamed Trib To Crabtree Creek,Raleigh,Wake,-78.7743,35.8105,2,not available,not available
Nc Hwy 11/903 Dam,NC05975,10/7/15,Not Listed,not available,not available,Duplin,-77.9107,35.006,2,not available,not available
Mcelwee Dam,NC05533,11/18/14,Private,Trib. To Hunting Creek,Wilkesboro,Wilkes,-81.112,36.0822,5,1999,not available
Charles Harris Dam,NC05727,11/3/14,Private,Tributary Of Meadow Fork,Laurel Springs,Ashe,-81.2471,36.3882,2,1950,not available
Buck Steam Station Intermediate Dam,NC05969,10/5/15,Public Utility,Yadkin River,High Rock,Rowan,-80.3641,35.7098,2,1977,not available
Eastfield Station Dam,NC05851,11/26/14,Private,not available,not available,Mecklenburg,-80.8172,35.3565,2,not available,not available
Dogwood Pond Dam,NC05880,6/5/12,Private,Trib To Campbell Creek,not available,Mecklenburg,-80.7279,35.2181,5,not available,not available
North Topsail Water & Sewer Lagoon,NC05478,10/7/15,Private,Mill Creek,North Topsail Beach,Onslow,-77.4319,34.5375,2,not available,not available
Smoky Mountain Sanctuary Poa Dam,NC05865,9/30/13,Private,Farmers Branch,Waynesville,Haywood,-82.9768,35.4577,2,not available,not available
Martin Lake Dam,NC05525,12/7/11,Private,Muddy Creek -Tr,Clemmons,Davidson,-80.3518,35.9833,2,not available,not available
City Of Cherryville Water Supply Reservoir,NC06125,2/19/15,Local Government,Offstream,not available,Lincoln,-81.3708,35.4177,2,not available,not available
Nick'S Creek Water Intake Dam,NC05624,not available,Not Listed,Nick'S Creek,not available,Moore,-79.41,35.25,2,not available,not available
Sam Wall Dam,NC04590,3/22/04,Private,Sanford Creek-Tr,not available,Wake,-78.496,35.927,5,not available,not available
David Hyatt Nursery Dam #2,NC05409,2/15/12,Private,None,not available,Union,-80.405,35.0691,5,not available,not available
Hoyle Edgerton Dam,NC05456,2/20/12,Private,Cathey'S Creek-Tr,Rutherfordton,Rutherford,-81.954,35.408,5,1999,not available
Delta Lake,NC04910,8/29/11,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.709,35.856,2,not available,not available
Goodnight Dam,NC04543,4/29/04,Private,Reedy Creek,not available,Wake,-78.7569,35.8194,5,not available,1981
Jordan Dam,NC05317,12/3/14,Private,Gum Branch-Tr,Charlotte,Mecklenburg,-80.9344,35.2919,2,not available,not available
Davis Dam,NC04730,1/7/14,Private,North Deep Creek-Tr,High Rock,Yadkin,-80.56,36.124,5,1933,not available
Lower Zoo Dam,NC05150,12/12/13,State,Panther Creek-Tr,not available,Randolph,-79.753,35.6175,2,1978,not available
Lake Crabtree,NC04952,6/17/09,Private,Crabtree Creek,Raleigh,Wake,-78.7822,35.8363,2,1988,not available
Page'S Pond Dam,NC05351,12/2/14,Private,South Prong-Tr,Davidson,Mecklenburg,-80.8083,35.4588,2,not available,not available
Jackson Dam,NC04584,2/2/99,Private,Kenneth Creek-Tr,not available,Wake,-78.8,35.5561,5,not available,not available
Bridges Lake Dam,NC04530,11/28/12,Private,Neuse River,not available,Wake,-78.539,35.8,5,not available,not available
Newton Commons Dam,NC05170,1/11/96,Private,Lead Mine Creek-Tr,Raleigh,Wake,-78.645,35.8766,2,not available,not available
Claude Smith Lagoon Dike,NC05060,7/1/13,Private,Chock Creek -Os,Marston,Richmond,-79.6222,34.965,5,1995,not available
Happy Valley Pond Dam,NC05104,1/27/15,Private,Baldwin Branch,Elizabethtown,Bladen,-78.6494,34.6047,2,not available,not available
Pierson Pond Dam,NC05348,1/8/15,Private,Brier Creek-Tr,Charlotte,Mecklenburg,-80.7702,35.2019,2,not available,1998
C. A. Robinson Dam,NC04696,1/8/14,Private,Hunting Creek-Tr,Osburneville,Wilkes,-81.1091,36.0697,5,1988,not available
Joe Suggs Farm Lagoon,NC05280,2/11/03,Private,White Oak Swamp,not available,Edgecombe,-77.6777,36.1086,5,not available,not available
J.L. Frith Pond Dam #2,NC04833,2/4/15,Private,Mcclendon'S Creek-Tr,Robbins,Moore,-79.5724,35.3101,2,not available,not available
Barbee Dam,NC04445,2/11/14,Private,Turkey Creek-Tr,not available,Wake,-78.845,35.7983,2,not available,not available
W.G. Clark Dam,NC05011,2/21/02,Private,Sasnett Mill Branch-Tr,not available,Edgecombe,-77.6316,35.8752,5,1987,not available
Timberlake Dam B,NC04486,4/19/11,Private,Marsh Creek-Tr,Raleigh,Wake,-78.5872,35.808,5,1966,not available
Cbp Resources Dam,NC05056,10/22/14,Private,Crowders Creek,not available,Gaston,-81.1927,35.1649,5,not available,not available
Dover Pond Dam B,NC04475,2/26/93,Private,Yates Millpond-Tr,not available,Wake,-78.718,35.736,5,not available,not available
Rhyne Mills Dam #1,NC05190,9/30/14,Private,South Fork Catawba River,Lincolnton,Lincoln,-81.2512,35.4342,5,not available,not available
Lewis Dam,NC04439,4/30/08,Private,Horse Creek-Tr,Wake Forest,Wake,-78.5408,36.0072,2,not available,not available
N. Durham Quarry East Dam,NC05165,5/15/08,Private,not available,not available,Durham,-78.9486,36.2153,2,not available,not available
C.L. White Swine Lagoon,NC05404,12/11/12,Private,Snow Creek,not available,Surry,-80.783,36.3752,5,not available,not available
Etheridge Dam,NC05276,1/11/00,Private,White Oak Swamp,not available,Edgecombe,-77.6258,36.1052,5,not available,not available
Ratliff Pond Dam,NC05189,3/28/13,Private,Cedar Creek - Tr,None To Pee Dee River,Anson,-80.1188,34.8183,5,1993,not available
Regency Park Dam,NC04624,3/11/14,Private,Swift Creek-Tr,not available,Wake,-78.7927,35.7274,2,1982,not available
Heathrow Dam,NC04466,4/15/13,Not Listed,Perry Creek-Tr,not available,Wake,-78.597,35.901,2,not available,not available
Graber Dam,NC05739,8/11/15,Private,North Flat Creek,not available,Transylvania,-82.9096,35.149,2,2006,2012
Hunter Acres Pond Dam,NC05881,11/26/14,Not Listed,Trib To Mallard Creek,not available,Mecklenburg,-80.8117,35.3065,2,not available,2010
Yadkinville Wtp Reservoir Dam,NC05920,3/30/15,Local Government,Off Stream,Yadkinville,Yadkin,-80.6503,36.1008,2,2009,not available
Poston Park Dam,NC06046,10/8/14,Local Government,Houser Branch,Lowell,Gaston,-81.1065,35.2825,2,2010,not available
Roxboro Fgd Forward Flush Pond,NC06010,8/19/15,Public Utility,Sargents Creek,not available,Person,-79.0768,36.4719,2,not available,not available
Harrington Pond,NC05922,2/9/11,Private,Jones Creek,Morven,Anson,-80.0728,34.8416,5,1996,not available
Shearon Harris Auxiliary Reservoir Dam,NC83102,4/1/15,Public Utility,Tom Jack Creek - Os Et Al,New Hill,Wake,-78.9561,35.6333,2,1979,not available
Windcrest,NC05683,1/7/15,Local Government,Middle Creek Tributary,not available,Wake,-78.8277,35.6633,2,not available,2006
Senecal Dam,NC06058,3/9/15,Private,not available,not available,Cherokee,-84.2582,35.0876,2,2011,not available
Pcs Phosphate R7 Blend Dike,NC05642,4/10/12,Private,Na,not available,Beaufort,-76.8163,35.3133,2,2007,not available
Ridgefield Subdv. Swdp Dam 14,NC05629,3/8/12,Private,Chunky Pipe Creek Tr,Durham,Durham,-78.8109,36.0052,2,not available,2005
Wilkinson Dam,NC05471,10/22/14,Private,Coddle-Creek-Tr,Roberta Mill,Cabarrus,-80.6569,35.4038,2,not available,2001
Bright'S Creek Wet Weather Detention Pond Dam,NC05754,4/4/13,Private,Off-Stream,not available,Polk,-82.265,35.3459,5,2007,not available
Bennetts Bridge Upper South,NC06130,10/7/15,Private,not available,not available,Duplin,-77.9085,35.0764,2,not available,not available
Big Hickory Dam B,NC05599,3/20/14,Private,Ut To Mitchell River,Elkin,Surry,-80.8812,36.4497,5,2003,not available
House-Autry Dam,NC05468,3/12/15,Private,Seven Mile Swamp,not available,Sampson,-78.3762,35.1869,2,1850,not available
Lott Dam,NC05817,1/30/15,Private,Big Creek,Wesser,Swain,-83.6035,35.3058,2,1980,not available
Pcs Phosphates R-5 Dike,NC06062,4/10/12,Not Listed,not available,not available,Beaufort,-76.831,35.3411,2,2008,not available
Gary Dellinger Dam,NC05756,3/3/15,Private,Terrapin Creek - Trib.,not available,Catawba,-81.0041,35.6614,5,2006,not available
Lipham Dam,NC05638,1/15/15,Private,Trib. To Pigeon River,Canton,Haywood,-82.83,35.5249,2,1950,not available
Briar Chapel Reclamation Facility - Central Pond,NC05852,4/15/14,Private,None; Off Stream,Bynum,Chatham,-79.1191,35.8253,5,2008,not available
Duke Energy Belew'S Creek Saddle Dike #3,NC05940,3/30/15,Public Utility,Tributary To Dan River,Mayodan,Stokes,-80.0336,36.3196,2,1971,not available
Ruth Bryan Dam,NC06067,not available,Not Listed,not available,not available,Wayne,-78.0492,35.4051,2,2000,not available
Hardins,NC83014,9/23/14,Private,South Fork Catawba River,None,Gaston,-81.1853,35.3823,3,1895,not available
Harrington Pond,NC05921,2/9/11,Not Listed,Jones Creek,Morven,Anson,-80.0728,34.8416,5,1996,not available
Carolina Pines Dam,NC05753,4/6/11,Not Listed,Trib. - Walnut Creek,Raleigh,Wake,-78.6595,35.7509,2,1948,not available
Cliffside Inactive Ash Basin #5 Saddle Dam,NC05959,8/19/15,Not Listed,not available,not available,Rutherford,-81.7657,35.2157,2,1972,not available
Central District Swm Dam,NC06100,3/5/13,Local Government,Bath Branch,Winston-Salem,Forsyth,-80.233,36.083,5,2013,not available
Bedford At Falls River Dam #1,NC06066,not available,Not Listed,not available,not available,Wake,-78.5679,35.93,2,2004,not available
Mayo Lake Dam,NC06002,9/17/15,Public Utility,Mayo Creek,not available,Person,-78.876,36.5367,2,not available,not available
Kuekes Pond Dam,NC05589,5/28/13,Not Listed,Camels Creek Tributary,Lillington,Harnett,-78.9406,35.4514,5,not available,not available
Grandview Peaks West Dam,NC06099,2/28/13,Private,Drains To Hoppers Creek,not available,Mcdowell,-81.8994,35.5691,5,2012,not available
Icard Dam,NC05245,2/4/15,Public Utility,Upper Little River,not available,Alexander,-81.3398,35.8162,2,1919,not available
E.R. Evans Pond Dam,NC05299,9/4/96,Private,Tp-Potecasi Creek,not available,Hertford,-77.0066,36.3975,5,1996,not available
Cogdell Pond Dam,NC04869,1/29/08,Private,The Canal-Tr,Goldsboro,Wayne,-78.03,35.408,2,not available,not available
Snyder Dam,NC04570,1/17/12,Private,Richland Creek-Tr,not available,Wake,-78.527,35.965,5,not available,not available
Melvin Harwood Dam,NC04967,12/10/14,Private,Black Run Creek-Tr,Mount Pleasant,Cabarrus,-80.423,35.463,2,not available,9999
Johnson Swine Waste Lagoon,NC05405,12/17/14,Private,Candiff Creek,Siloam,Surry,-80.588,36.2919,5,1996,not available
Whispering Woods Golf Course Dam,NC05358,10/20/15,Private,Trib-Mill Creek,not available,Moore,-79.3665,35.2352,2,not available,not available
Williams-Johnson Pond Dam,NC04537,12/31/12,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.654,35.834,2,not available,not available
Park Springs Dam,NC04781,12/13/12,Private,E. Prong Moon Creek-Tr,not available,Caswell,-79.396,36.468,5,not available,not available
Chateau Lapointe Dam H,NC05069,2/4/14,Private,not available,not available,Wake,-78.6361,35.91,2,not available,not available
Silver Springs Dam,NC05201,1/6/15,Private,Silver Run Cr-Tr,not available,Jackson,-83.0571,35.0858,2,1994,not available
Melba Brook Pond Lower Dam,NC04843,1/8/14,Private,Rowan Branch-Tr,Clinton,Sampson,-78.269,34.9574,2,not available,not available
Sans Famille,NC05196,4/9/09,Not Listed,House Creek-Tr,not available,Wake,-78.689,35.8222,5,not available,not available
Alyson Pond,NC04462,4/15/13,Private,Perry Creek-Tr,not available,Wake,-78.594,35.894,2,not available,not available
Rosasco Dam Lower,NC04653,10/21/14,Private,Baird Cr.-Tr,Elizabethton,Watauga,-81.7779,36.2205,2,not available,not available
Rigsbee Dam,NC04442,2/11/14,Private,Turkey Creek-Tr,Apex,Wake,-78.8519,35.7958,2,1996,not available
Thomas Lake Dam #1,NC05212,1/19/12,Private,Toney Creek,Raeford,Hoke,-79.2766,34.9841,2,not available,not available
Honeycutt Dam Upper,NC05119,3/2/06,Private,Black River-Os,not available,Harnett,-78.7491,35.5033,2,not available,not available
Lakestone Village North Dam,NC04526,3/20/14,Private,Black Creek-Tr,not available,Wake,-78.7611,35.5936,5,not available,2005
Olde Raleigh Dam #2,NC05175,5/10/11,Private,Crabtree Creek-Tr,Raleigh,Wake,-78.7083,35.8302,2,not available,not available
University Place On The Green Dam,NC05326,11/18/14,Private,Mallard Creek-Tr,Charlotte,Mecklenburg,-80.7441,35.3163,2,1997,not available
Headwaters Dam,NC05444,10/14/13,Private,Shoal Branch,Tuxedo,Henderson,-82.5562,35.1605,5,2000,not available
Somerton Lake Dam,NC05203,10/7/14,Private,Gum Creek-Tr,Burlington,Alamance,-79.5097,36.0819,2,not available,not available
Second Broad Watershed Structure 11-14,NC05451,1/28/11,Local Government,2Nd Broad River-Tr,Forest City,Mcdowell,-81.96,35.54,5,1994,not available
Jonesville Raw Water Dam,NC04738,1/12/12,Local Government,Yadkin River-Tr,Jonesville,Yadkin,-80.8569,36.2358,5,1983,not available
Bailey Dam,NC04563,1/17/12,Private,Barton Creek-Tr,not available,Wake,-78.667,35.947,2,not available,not available
Deese Road Dam,NC05671,7/28/15,Not Listed,Curl Tail Creek - Trib.,not available,Stanly,-80.2506,35.4715,2,not available,not available
Doug Jernigan Farms Lagoon Dike,NC05647,6/25/09,Private,Offstream,Goldsboro,Wayne,-78.1209,35.2331,5,2003,not available
Jimmie Bowes Transmission Line Embankment,NC06016,3/28/12,Not Listed,Ghent Creek-Tr,not available,Person,-79.0164,36.495,2,not available,not available
